# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250501
# Fecha de finalización: 20250531
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Resultados para ""filtro 50 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""filtro VC20 "",0,2,0,1,1,0,1,2,35,8"
"Resultados para ""filtro hb 300 "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""filtro laminado 1400 "",0,2,0,1,1,0,1,2,24,8"
"Resultados para ""filtro laminado vulcano "",0,1,0,1,1,0,1,1,12,6"
"Resultados para ""filtro para piscina "",0,1,0,1,1,0,1,1,62,3"
"Resultados para ""filtro para piscina VC20 "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""filtro plateado "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""filtro rotomldeado "",0,1,0,1,1,0,1,1,13,5"
"Resultados para ""filtro vc "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""filtro vc 10 "",0,2,0,1,0,0,1,2,26,6"
"Resultados para ""filtro vc-100 "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""filtro vc-20 "",0,2,0,2,2,0,2,1,2.5,7"
"Resultados para ""filtro vc-200 "",0,1,0,1,0,0,1,1,11,5"
"Resultados para ""filtro vc-20ç "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""filtro vc-30 rotomldeado "",0,1,0,1,1,0,1,1,13,4"
"Resultados para ""filtro vc-50 rotomldeado "",0,2,0,1,1,0,1,2,79,10"
"Resultados para ""filtros "",0,4,0,4,3,0,4,1,4.5,12"
"Resultados para ""filtros VC 250 "",0,1,0,1,1,0,1,1,15,6"
"Resultados para ""filtros v200 "",0,1,0,1,0,0,1,1,22,4"
"Resultados para ""filtros vc 100 "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""fondo "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""fotante "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""fuente "",0,1,0,1,0,0,1,1,18,6"
"Resultados para ""fuente 30a "",0,2,0,1,1,0,1,2,60,9"
"Resultados para ""fuente powerled "",0,1,0,1,1,0,1,1,15,3"
"Resultados para ""fuentes "",0,3,0,1,1,0,1,3,155,10"
"Resultados para ""gabinete "",0,1,0,1,1,0,1,1,15,6"
"Resultados para ""goma "",0,2,0,2,2,0,2,1,24,11"
"Resultados para ""granulado "",0,1,0,1,1,0,1,1,36,3"
"Resultados para ""grav "",0,2,0,1,1,0,1,2,6,10"
"Resultados para ""grava "",0.3333333333333333,2,0,2,2,0,2,1,4.5,9"
"Resultados para ""guarda "",0.3333333333333333,2,0,2,1,0,2,1,140.5,8"
"Resultados para ""h100 "",0,1,0,1,0,0,1,1,2,4"
"Resultados para ""hb "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""hb500 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""hidro "",0,2,0,2,2,0,2,1,20.5,11"
"Resultados para ""hidrojet "",0,3,0,3,3,0,3,1,12.333333333333334,12"
"Resultados para ""hidrojet para jakusi "",0,2,0,1,1,0,1,2,24,7"
"Resultados para ""hidrom "",0,1,0,1,1,0,1,1,25,4"
"Resultados para ""hidroma "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""hoja de datos "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""horqueta "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""impulsor "",0,1,0,1,1,0,1,1,12,3"
"Resultados para ""inverter "",0,8,0,4,4,0,4,2,32.5,30"
"Resultados para ""inyector "",0,1,0,1,1,0,1,1,15,5"
"Resultados para ""ioni "",0,2,0,1,0,0,1,2,114,9"
"Resultados para ""ioniza "",0,1,0,1,1,0,1,1,81,3"
"Resultados para ""ionizador "",0,13,0,11,6,0,11,1.1818181818181819,11.909090909090908,42"
"Resultados para ""ionizadores "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""jet "",0,5,0,4,4,0,4,1.25,69,24"
"Resultados para ""jets "",0.5,1,0,1,1,0,1,1,0,4"
"Resultados para ""junta estrella "",0,3,0,3,2,0,3,1,11.666666666666666,11"
"Resultados para ""k119010 "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""kit "",0,4,0,3,2,0,3,1.3333333333333333,11.666666666666666,13"
"Resultados para ""kit analizador "",0,1,0,1,1,0,1,1,12,4"
"Resultados para ""kit de reparacion "",0,1,0,1,1,0,1,1,106,7"
"Resultados para ""kitr "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""laboratio "",0,1,0,1,1,0,1,1,6,5"
"Resultados para ""laboratorio "",0,1,0,1,1,0,1,1,34,4"
"Resultados para ""lalvfe "",0,1,0,1,1,0,1,1,2,6"
"Resultados para ""lamina "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""larvas "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""lenovo L10N6Y02 "",0,1,0,1,0,0,1,1,6,3"
"Resultados para ""limpa "",0,1,0,1,1,0,1,1,12,4"
"Resultados para ""limpi "",0,1,0,1,0,0,1,1,24,6"
"Resultados para ""limpia fondo "",0,1,0,1,0,0,1,1,8,5"
"Resultados para ""limpiafo "",0,1,0,1,1,0,1,1,10,3"
"Resultados para ""limpiafondo "",0.2,4,0,4,2,0,4,1,7,14"
"Resultados para ""limpiafondo 8 "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""limpiafondo partes "",0,1,0,1,0,0,1,1,18,4"
"Resultados para ""limpiafondo+ "",0,1,0,1,0,0,1,1,16,3"
"Resultados para ""limpiafondos "",0.5,2,0,1,1,0,1,2,10,9"
"Resultados para ""limpiafondos tri "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""limpieza "",0,1,0,1,0,0,1,1,18,4"
"Resultados para ""lipiafondo "",0.5,1,0,1,1,0,1,1,0,4"
"Resultados para ""listado de revendedores "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""llave "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""llave de paso duke 40-11/2 "",0,2,0,1,1,0,1,2,52,8"
"Resultados para ""llave de paso para pileta "",0,2,0,1,1,0,1,2,90,11"
"Resultados para ""luces "",0,1,0,1,0,0,1,1,9,4"
"Resultados para ""lumipool "",0,12,0,8,8,0,8,1.5,10.75,44"
"Resultados para ""luninaria "",0,2,0,1,1,0,1,2,29,7"
"Resultados para ""luz led "",0,1,0,1,1,0,1,1,39,4"
"Resultados para ""lvalvula de esfera vs soldablelave de paso para pileta "",0,2,0,1,1,0,1,2,74,8"
"Resultados para ""m-be5050 "",0,1,0,1,1,0,1,1,13,5"
"Resultados para ""m62700036 "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""mango "",0.1111111111111111,7,0,5,4,0,5,1.4,22.4,34"
"Resultados para ""mango 360 "",0,3,0,1,1,0,1,3,23,14"
"Resultados para ""mango 480 "",0,2,0,1,1,0,1,2,30,8"
"Resultados para ""mango estriado "",0,5,0,1,1,0,1,5,68,19"
"Resultados para ""mangue "",0,1,0,1,0,0,1,1,82,4"
"Resultados para ""manguera "",0,8,0,5,2,0,5,1.6,30.8,28"
"Resultados para ""mangueras "",0,3,0,1,0,0,1,3,25,10"
"Resultados para ""manguito "",0,4,0,4,4,0,4,1,28.5,14"
"Resultados para ""manguito con clip "",0,1,0,1,1,0,1,1,0,2"
"Resultados para ""manguito roscado de 1 1/2 "",0,2,0,1,1,0,1,2,62,7"
"Resultados para ""manilla "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""manometr "",0,2,0,1,1,0,1,2,26,6"
"Resultados para ""manometro "",0.25,4,0,4,2,0,4,1,2.5,12"
"Resultados para ""manual "",0,2,0,2,1,0,2,1,11,9"
"Resultados para ""manual caldero rheem "",0,1,0,1,1,0,1,1,10,4"
"Resultados para ""manual de valvula 2 vias "",0,1,0,1,1,0,1,1,50,4"
"Resultados para ""manómetro "",1,1,0,1,1,0,1,1,1,3"
"Resultados para ""medialuna "",0,2,0,1,1,0,1,2,6,8"
"Resultados para ""medidor de cloro "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""micros "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""mother "",0,1,0,1,0,0,1,1,5,4"
"Resultados para ""motor "",0,1,0,1,0,0,1,1,19,3"
"Resultados para ""motor bae "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""motores "",0,1,0,1,1,0,1,1,16,5"
"Resultados para ""mult "",0,1,0,1,1,0,1,1,17,6"
"Resultados para ""multi "",0,1,0,1,0,0,1,1,27,4"
"Resultados para ""multi valvulas "",0,1,0,1,0,0,1,1,40,6"
"Resultados para ""multival "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""multivalv 6 via "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""multivalviula 6 vias "",0,1,0,1,1,0,1,1,10,4"
"Resultados para ""multivalvula "",0,15,0,12,9,0,12,1.25,13.25,64"
"Resultados para ""multivalvula 2 vias "",0,1,0,1,0,0,1,1,41,3"
"Resultados para ""multivalvula marron "",0,2,0,1,1,0,1,2,8,11"
"Resultados para ""multivalvula negra "",0,1,0,1,1,0,1,1,15,6"
"Resultados para ""multiválvulas marron "",0,1,0,1,1,0,1,1,16,4"
"Resultados para ""nelva "",0,1,0,1,1,0,1,1,36,4"
"Resultados para ""nivelador "",0,1,0,1,1,0,1,1,1,5"
"Resultados para ""o ring "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""oinizador "",0,1,0,1,0,0,1,1,9,6"
"Resultados para ""oinizadpr "",0,1,0,1,0,0,1,1,4,6"
"Resultados para ""oring "",0,3,0,2,2,0,2,1.5,39.5,14"
"Resultados para ""osmosis "",0,1,0,1,0,0,1,1,7,3"
"Resultados para ""pantalla "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""pasacable "",0,1,0,1,1,0,1,1,27,5"
"Resultados para ""pasamano "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""pasamanos "",0,5,0,2,2,0,2,2.5,76,18"
"Resultados para ""pasamuro "",0,4,0,3,3,0,3,1.3333333333333333,19,14"
"Resultados para ""pasamuro powerled "",0,1,0,1,1,0,1,1,33,5"
"Resultados para ""pasamuros "",0,2,0,2,1,0,2,1,60.5,7"
"Resultados para ""pasmuro "",0,1,0,1,0,0,1,1,70,3"
"Resultados para ""pelo "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""ph "",0,3,0,3,2,0,3,1,7,9"
"Resultados para ""ph cloro "",0,1,0,1,1,0,1,1,6,6"
"Resultados para ""piedra fina "",0,1,0,1,1,0,1,1,310,5"
"Resultados para ""pn16 "",0,1,0,1,1,0,1,1,22,4"
"Resultados para ""polifosfato "",0,1,0,1,1,0,1,1,5,5"
"Resultados para ""pool "",0,2,0,2,2,0,2,1,4.5,6"
"Resultados para ""pool 25 "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""pool inverter "",0,2,0,1,1,0,1,2,21,5"
"Resultados para ""poolinver "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""powerled "",0,5,0,2,2,0,2,2.5,67.5,19"
"Resultados para ""pre filtro "",0.25,3,0,3,3,0,3,1,18.333333333333332,16"
"Resultados para ""precios "",0,1,0,1,0,0,1,1,7,4"
"Resultados para ""prefiltro "",0,8,0,1,1,0,1,8,46,34"
"Resultados para ""prensa "",0,1,0,1,1,0,1,1,25,3"
"Resultados para ""prfiltrp 4 "",0,2,0,1,0,0,1,2,35,5"
"Resultados para ""pulsador "",0,8,0,3,1,0,3,2.6666666666666665,17,26"
"Resultados para ""pulsadores "",0,2,0,1,1,0,1,2,33,6"
"Resultados para ""quarzo "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""quimicos "",0,2,0,1,0,0,1,2,25,10"
"Resultados para ""r201279 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""r201286 "",0,1,0,1,1,0,1,1,24,5"
"Resultados para ""raco "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""reactivos "",0,1,0,1,1,0,1,1,3,5"
"Resultados para ""reactivos ph "",0,1,0,1,1,0,1,1,11,5"
"Resultados para ""rebosadero "",0,1,0,1,1,0,1,1,11,3"
"Resultados para ""red "",0,1,0,1,1,0,1,1,15,5"
"Resultados para ""reducción 63 "",0,1,0,1,1,0,1,1,23,5"
"Resultados para ""reducción 63x50 pn16 "",0,1,0,1,1,0,1,1,21,3"
"Resultados para ""reductor "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""regaton "",0,1,0,1,1,0,1,1,36,5"
"Resultados para ""regulador caudal "",0,1,0,1,0,0,1,1,18,6"
"Resultados para ""rejilla "",0.25,3,0,3,2,0,3,1,22,16"
"Resultados para ""rejilla simmer "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""relax "",0,1,0,1,1,0,1,1,8,4"
"Resultados para ""reloj analogo "",0,1,0,1,0,0,1,1,28,5"
"Resultados para ""repuesto "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""repuesto cabezal filtro "",0,1,0,1,0,0,1,1,9,3"
"Resultados para ""repuestos "",0,1,0,1,0,0,1,1,15,4"
"Resultados para ""repuestos cepilos "",0,1,0,1,0,0,1,1,16,3"
"Resultados para ""repuestos motor "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""repuestos para válvula de 3 vias "",0,1,0,1,0,0,1,1,0,2"
"Resultados para ""resina "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""resina cationica "",0,1,0,1,0,0,1,1,7,3"
"Resultados para ""ret "",0,1,0,1,1,0,1,1,5,6"
"Resultados para ""ret. orient "",0,1,0,1,1,0,1,1,10,5"
"Resultados para ""reten bat100-2 "",0,1,0,1,1,0,1,1,25,4"
"Resultados para ""retorno "",0,15,0,11,9,2,11,1.3636363636363635,34.90909090909091,70"
"Resultados para ""retorno fibra "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""retorno hormigo "",0,1,0,1,1,0,1,1,5,4"
"Resultados para ""retorno orien "",0.5,1,0,1,1,0,1,1,0,4"
"Resultados para ""retorno orientable "",0,1,0,1,1,0,1,1,16,5"
"Resultados para ""retornos "",0,2,0,2,2,0,2,1,20.5,10"
"Resultados para ""retornos hormigon "",0,1,0,1,1,0,1,1,24,3"
"Resultados para ""revendedor "",0,1,0,1,0,0,1,1,2,4"
"Resultados para ""revendedores "",0,2,0,1,0,0,1,2,7,9"
"Resultados para ""revesti "",0,1,0,1,1,0,1,1,12,4"
"Resultados para ""riego "",0,2,0,1,1,0,1,2,13,7"
"Resultados para ""robo "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""robot "",0.1111111111111111,8,0,8,6,0,8,1,7.25,34"
"Resultados para ""robot limpiador "",0,1,0,1,0,0,1,1,2,3"
"Resultados para ""roseta fibra "",0,1,0,1,1,0,1,1,27,6"
"Resultados para ""rotomoldeado "",0,2,0,2,2,0,2,1,5.5,7"
"Resultados para ""rotor "",0,1,0,1,0,0,1,1,8,3"
"Resultados para ""rotor 3/4 "",0,2,0,1,1,0,1,2,17,5"
"Resultados para ""rueda "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""rueda c perno "",0,1,0,1,1,0,1,1,13,5"
"Resultados para ""ruleman "",0.5,2,0,1,1,0,1,2,7,10"
"Resultados para ""ruliman "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""s2000 "",0,1,0,1,1,0,1,1,5,6"
"Resultados para ""sacaho "",0,1,0,1,1,0,1,1,79,6"
"Resultados para ""sacahoja "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""sacahojas "",0.14285714285714285,6,0,6,6,0,6,1,32.333333333333336,28"
"Resultados para ""sacahojas profesional "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""sal "",0,4,0,3,3,0,3,1.3333333333333333,36.333333333333336,17"
"Resultados para ""sal regeneradora x 25 kg. "",0,4,0,1,1,0,1,4,84,17"
"Resultados para ""salto "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""salvavidas "",0,2,0,1,0,0,1,2,7,8"
"Resultados para ""sello mecanico "",0,1,0,1,1,0,1,1,6,3"
"Resultados para ""serie 2000 "",0,1,0,1,1,0,1,1,37,4"
"Resultados para ""serie2000 "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""sf20ba "",0,2,0,1,0,0,1,2,5,7"
"Resultados para ""shower "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""skim "",0,3,0,2,2,0,2,1.5,49.5,10"
"Resultados para ""skimer "",0,7,0,3,3,0,3,2.3333333333333335,42,23"
"Resultados para ""skimm "",0,6,0,2,1,0,2,3,20.5,21"
"Resultados para ""skimmer "",0.058823529411764705,27,0,14,11,0,14,1.9285714285714286,23.714285714285715,88"
"Resultados para ""skimmer boca chica "",0,4,0,1,1,0,1,4,40,12"
"Resultados para ""skimmer} "",0,1,0,1,1,0,1,1,9,3"
"Resultados para ""skimmmer "",0,3,0,1,1,0,1,3,20,9"
"Resultados para ""skimmo "",0,1,0,1,1,0,1,1,5,6"
"Resultados para ""smart "",0,1,0,1,1,0,1,1,102,5"
"Resultados para ""soplador "",0,1,0,1,0,0,1,1,40,3"
"Resultados para ""sopladora "",0,3,0,3,3,0,3,1,3,9"
"Resultados para ""soporte baranda "",0,1,0,1,1,0,1,1,106,4"
"Resultados para ""sto "",0,1,0,1,0,0,1,1,6,5"
"Resultados para ""succion "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""sucha solar "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""sume "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""sumergible "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""superled "",0,2,0,2,2,0,2,1,12.5,6"
"Resultados para ""superluz "",0,1,0,1,0,0,1,1,15,3"
"Resultados para ""tablero piscinas 100 watts "",0,3,0,1,0,0,1,3,16,13"
"Resultados para ""tapa "",0.125,9,0,7,7,0,7,1.2857142857142858,13.428571428571429,40"
"Resultados para ""tapa bac "",0,1,0,1,1,0,1,1,18,3"
"Resultados para ""tapa bae "",0,2,0,1,1,0,1,2,8,9"
"Resultados para ""tapa dreno "",0,1,0,1,1,0,1,1,13,6"
"Resultados para ""tapa dreno fondo "",0,1,0,1,1,0,1,1,6,4"
"Resultados para ""tapa interior "",0,1,0,1,1,0,1,1,55,6"
"Resultados para ""tapa interior con junta estrella "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""tapa interior para skimmer "",0,1,0,1,1,0,1,1,7,3"
"Resultados para ""tapa intermedia "",0,2,0,2,2,0,2,1,6,8"
"Resultados para ""tapa para desagote skimer "",0,1,0,1,0,0,1,1,11,3"
"Resultados para ""tapa rejilla toma de fondo "",0.3333333333333333,1,0,1,1,0,1,1,0,6"
"Resultados para ""tapa toma fondo "",0,3,0,1,1,0,1,3,17,9"
"Resultados para ""tapa transparente "",0,1,0,1,0,0,1,1,23,4"
"Resultados para ""tapa visor "",0,5,0,1,1,0,1,5,115,17"
"Resultados para ""tapa visor cuadr "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""tapa visor cuadra "",0,1,0,1,1,0,1,1,16,5"
"Resultados para ""tapa visora "",0.2,7,0,4,3,0,4,1.75,54.75,25"
"Resultados para ""tapa visora cuadr "",0,1,0,1,1,0,1,1,19,3"
"Resultados para ""tapa visora lacus "",0,1,0,1,0,0,1,1,39,4"
"Resultados para ""tapon "",0,1,0,1,1,0,1,1,21,6"
"Resultados para ""tapon dreno "",0,2,0,1,1,0,1,2,16,10"
"Resultados para ""tapon hembra "",0,1,0,1,1,0,1,1,246,5"
"Resultados para ""tapon macho "",0,1,0,1,1,0,1,1,318,5"
"Resultados para ""telescop "",0,1,0,1,1,0,1,1,12,3"
"Resultados para ""terminal "",0,5,0,4,4,0,4,1.25,37.5,18"
"Resultados para ""terminal flexi "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""terminal flexible "",0,2,0,2,1,0,2,1,7,6"
"Resultados para ""termometro "",0,3,0,3,3,0,3,1,4.333333333333333,9"
"Resultados para ""test kit "",0,1,0,1,1,0,1,1,12,5"
"Resultados para ""tester "",0,1,0,1,1,0,1,1,24,4"
"Resultados para ""tina "",0,1,0,1,1,0,1,1,13,3"
"Resultados para ""toma barre fondo "",0,2,0,1,1,0,1,2,35,7"
"Resultados para ""toma barrefo "",0,1,0,1,1,0,1,1,49,4"
"Resultados para ""toma de fondo "",0.06666666666666667,20,0,13,12,0,13,1.5384615384615385,24.923076923076923,76"
"Resultados para ""toma fondo "",0,3,0,3,3,0,3,1,7,10"
"Resultados para ""tope "",0,1,0,1,1,0,1,1,22,4"
"Resultados para ""tornillo para dreno "",0,1,0,1,1,0,1,1,14,6"
"Resultados para ""tornillo tapa toma de fondo "",0,1,0,1,1,0,1,1,4,4"
"Resultados para ""trajnsformador encapsulado vulcano "",0,1,0,1,1,0,1,1,1,3"
"Resultados para ""trampa de pelos "",0,3,0,3,1,0,3,1,6.666666666666667,9"
"Resultados para ""trampo "",0,2,0,1,1,0,1,2,7,6"
"Resultados para ""trampolin "",0,1,0,1,0,0,1,1,6,4"
"Resultados para ""triple acc "",0,1,0,1,1,0,1,1,16,3"
"Resultados para ""tubo "",0,4,0,2,1,0,2,2,30.5,17"
"Resultados para ""tuerca "",0,2,0,2,2,0,2,1,7.5,7"
"Resultados para ""tuerca para bomba "",0,1,0,1,1,0,1,1,7,6"
"Resultados para ""union "",0,1,0,1,1,0,1,1,8,6"
"Resultados para ""union doble "",0,3,0,2,2,0,2,1.5,19.5,11"
"Resultados para ""union flexible "",0,1,0,1,1,0,1,1,413,5"
"Resultados para ""union manguera "",0,1,0,1,0,0,1,1,5,4"
"Resultados para ""ux390 "",0,1,0,1,0,0,1,1,1,4"
"Resultados para ""v117007 "",0,1,0,1,1,0,1,1,8,5"
"Resultados para ""valde "",0,1,0,1,1,0,1,1,9,4"
"Resultados para ""valv "",0,1,0,1,1,0,1,1,12,6"
"Resultados para ""valvula "",0,4,0,3,3,0,3,1.3333333333333333,32.333333333333336,18"
"Resultados para ""valvula retencion "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""valvula selectora "",0,1,0,1,1,0,1,1,71,5"
"Resultados para ""valvulas "",0,1,0,1,0,0,1,1,17,4"
"Resultados para ""varilla "",0,4,0,2,2,0,2,2,9.5,12"
"Resultados para ""vb "",0,1,0,1,1,0,1,1,2,3"
"Resultados para ""vb-400 "",0,1,0,1,0,0,1,1,1,3"
"Resultados para ""vc "",0,3,0,3,1,0,3,1,24,17"
"Resultados para ""vc 100 "",0,1,0,1,0,0,1,1,6,4"
"Resultados para ""vc 20 "",0,1,0,1,1,0,1,1,4,3"
"Resultados para ""vc 200 "",0,2,0,2,1,0,2,1,16.5,9"
"Resultados para ""vc 250 "",0,2,0,1,1,0,1,2,12,7"
"Resultados para ""vc 250 top "",0,1,0,1,1,0,1,1,7,5"
"Resultados para ""vc 30 "",0,1,0,1,1,0,1,1,13,3"
"Resultados para ""vc 50 "",0,6,0,5,5,0,5,1.2,13.2,32"
"Resultados para ""vc-10 "",0,1,0,1,0,0,1,1,3,3"
"Resultados para ""vc-100 "",0,4,0,2,2,0,2,2,32,12"
"Resultados para ""vc-20 "",0,2,0,1,1,0,1,2,8,6"
"Resultados para ""vc-250 "",0,4,0,3,2,0,3,1.3333333333333333,9.666666666666666,13"
"Resultados para ""vc-30 "",0,4,0,3,3,0,3,1.3333333333333333,11.333333333333334,14"
"Resultados para ""vc-50 "",0,3,0,3,3,0,3,1,2.3333333333333335,10"
"Resultados para ""vc10 "",0,1,0,1,1,0,1,1,5,3"
"Resultados para ""vc100 "",0,1,0,1,1,0,1,1,8,3"
"Resultados para ""vc20 "",0,1,0,1,1,0,1,1,12,3"
"Resultados para ""vc200 "",0,5,0,4,3,0,4,1.25,7.5,18"
"Resultados para ""vc30 "",0,2,0,2,2,0,2,1,6,7"
"Resultados para ""vc40 "",0,1,0,1,0,0,1,1,14,5"
"Resultados para ""vc50 "",0,4,0,4,3,0,4,1,3.75,14"
"Resultados para ""venec "",0,5,0,1,1,0,1,5,119,19"
"Resultados para ""venecit "",0,5,0,1,1,0,1,5,228,16"
"Resultados para ""ventilador "",0,2,0,2,1,0,2,1,13.5,6"
"Resultados para ""venturi "",0,4,0,3,3,0,3,1.3333333333333333,4.666666666666667,12"
"Resultados para ""videos "",0,1,0,1,0,0,1,1,7,4"
"Resultados para ""virola "",0,4,0,4,4,0,4,1,144,16"
"Resultados para ""virola aro "",0,1,0,1,1,0,1,1,81,5"
"Resultados para ""virola con union "",0,1,0,1,0,0,1,1,16,4"
"Resultados para ""visor "",0,1,0,1,1,0,1,1,3,3"
"Resultados para ""vu 239016 "",0,1,0,1,0,0,1,1,7,3"
"Resultados para ""z300 "",0,1,0,1,1,0,1,1,4,6"
"Resultados para ""zui "",0,1,0,1,1,0,1,1,19,6"
"Resultados para ""zuip "",0,1,0,1,1,0,1,1,7,4"
"Resultados para ""zuipi "",0,1,0,1,0,0,1,1,16,3"
"Resultados para ""zuipy "",0.043478260869565216,23,0,18,17,0,18,1.2777777777777777,18.944444444444443,94"
"Resultados para ""zuipy 200 "",0,3,0,3,3,0,3,1,12.333333333333334,14"
"Resultados para ""zuipy 300 "",0,1,0,1,0,0,1,1,44,4"
"Resultados para ""zuipy200 "",0,1,0,1,1,0,1,1,4,6"
"Retorno aro blanco adaptable RM 1 1/2"" - Vulcano SA,0,2,0,2,2,0,2,1,5,5"
"Retorno aro blanco exterior RM 1 1/2"" - Vulcano SA,0,7,0,7,4,1,7,1,12.428571428571429,19"
"Retorno aro desmontable blanco RH 1 1/2"" - FV - Vulcano SA,0.06666666666666667,15,0,12,8,3,12,1.25,22,40"
"Retorno aro desmontable blanco RH 1 1/2"" - Hormigón - Vulcano SA,0.041666666666666664,24,0,19,14,1,19,1.263157894736842,28.526315789473685,55"
Retorno aro desmontable blanco ø50 mm - FV - Vulcano SA,0.08333333333333333,11,0,8,7,0,8,1.375,133.75,31
Retorno aro desmontable blanco ø50 mm - Hormigón - Vulcano SA,0.03225806451612903,30,0,22,17,1,22,1.3636363636363635,47.68181818181818,76
"Retorno aro fijo blanco RH 1 1/2"" - FV - Vulcano SA,0,2,0,2,2,0,2,1,12.5,3"
"Retorno aro fijo blanco RH 1 1/2"" - Hormigón - Vulcano SA,0,8,0,8,5,0,7,1.1428571428571428,27,17"
Retorno aro fijo blanco ø50 mm - FV - Vulcano SA,0,8,0,8,7,0,8,1,12,14
Retorno aro fijo blanco ø50 mm - Hormigón - Vulcano SA,0,5,0,4,3,0,3,1.6666666666666667,44.666666666666664,10
Retorno aro flor blanca ø50 mm - Hormigón - Vulcano SA,0.09090909090909091,11,0,8,4,1,8,1.375,16.625,28
Retorno flor blanca ø50 mm - FV - Vulcano SA,0.125,6,0,6,5,1,6,1,69.83333333333333,19
Retorno insertar en ø50 mm - Hormigón (ø44) - Vulcano SA,0,3,0,3,3,0,3,1,53.666666666666664,8
Retorno insertar en ø50 mm - Hormigón (ø45) - Vulcano SA,0.07692307692307693,12,0,11,6,3,11,1.0909090909090908,38.36363636363637,34
Retorno orientable AISI 316 - Vulcano SA,0.18181818181818182,9,0,8,3,3,8,1.125,13.5,31
Retornos orientables archivos - Vulcano SA,0.013513513513513514,120,0,60,38,4,59,2.0338983050847457,34.40677966101695,268
Revestidas / Fibra de vidrio archivos - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Revestidas archivos - Vulcano SA,0,10,0,1,1,0,1,10,198,14
